Gene,UniProt ID,Protein name,Protein ChEMBL ID,Drug ChEMBL ID,Drug name,Drug Mechanism ChEMBL,Activity type ChEMBL,Activity value ChEMBL,pChEMBL value,Max phase ChEMBL,Action type ChEMBL,Mechanism of Action ChEMBL
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031300,,Нет,IC50,= 0.23 nM,9.64,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031302,,Нет,IC50,= 0.18 nM,9.74,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031303,,Нет,IC50,= 0.27 nM,9.57,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031304,,Нет,IC50,= 0.51 nM,9.29,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031305,,Нет,IC50,= 0.29 nM,9.54,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031306,,Нет,IC50,= 1.46 nM,8.84,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031307,,Нет,IC50,= 0.68 nM,9.17,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031308,,Нет,IC50,= 2.21 nM,8.66,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2031309,,Нет,IC50,= 2.02 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2035810,,Нет,IC50,= 3.3 nM,8.48,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048912,,Нет,IC50,= 2.6 nM,8.59,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048911,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048909,,Нет,IC50,= 5.5 nM,8.26,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048908,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048907,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048906,,Нет,IC50,= 2.9 nM,8.54,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048905,,Нет,IC50,= 4.1 nM,8.39,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048903,,Нет,IC50,= 1.9 nM,8.72,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048798,,Нет,IC50,= 8.8 nM,8.06,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048797,,Нет,IC50,= 3.1 nM,8.51,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048796,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048795,,Нет,IC50,= 2.8 nM,8.55,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2048789,,Нет,IC50,= 7.8 nM,8.11,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2087355,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2087356,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2087357,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2087358,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2087359,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2087360,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2148050,,Нет,IC50,= 6.7 nM,8.17,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2148051,,Нет,IC50,= 9.8 nM,8.01,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2178352,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2322330,,Нет,IC50,= 6.9 nM,8.16,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2322329,,Нет,IC50,= 4.6 nM,8.34,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL484270,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2347961,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2347963,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2347966,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2381516,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3040861,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2426278,,Нет,IC50,= 5.6 nM,8.25,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2425736,,Нет,IC50,= 1.7 nM,8.77,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2425735,,Нет,IC50,= 5.7 nM,8.24,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437469,,Нет,IC50,= 1.07 nM,8.97,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437467,,Нет,IC50,= 3.97 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437466,,Нет,IC50,= 4.53 nM,8.34,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437465,,Нет,IC50,= 4.72 nM,8.33,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437464,,Нет,IC50,= 4.96 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437463,,Нет,IC50,= 5.12 nM,8.29,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437462,,Нет,IC50,= 0.677 nM,9.17,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437460,,Нет,IC50,= 2.86 nM,8.54,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437488,,Нет,IC50,= 4.94 nM,8.31,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437479,,Нет,IC50,= 5.6 nM,8.25,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2437471,,Нет,IC50,= 5.73 nM,8.24,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL2441568,,Нет,IC50,= 1.29 nM,8.89,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3086102,,Нет,Kd,= 1.4 nM,8.85,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3086106,,Нет,IC50,= 7.2 nM,8.14,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3087205,,Нет,IC50,= 8.8 nM,8.06,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3114690,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3114688,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3114687,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3114686,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3114701,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3114700,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219125,,Нет,IC50,= 9.14 nM,8.04,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219127,,Нет,IC50,= 2.45 nM,8.61,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219132,,Нет,IC50,= 6.99 nM,8.16,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219133,,Нет,IC50,= 4.68 nM,8.33,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219347,,Нет,IC50,= 5.78 nM,8.24,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219348,,Нет,IC50,= 6.26 nM,8.20,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219128,,Нет,IC50,= 6.02 nM,8.22,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3219130,,Нет,IC50,= 7.25 nM,8.14,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3218346,,Нет,IC50,= 5.4 nM,8.27,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3234750,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3234752,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233773,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233774,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233776,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233778,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233779,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233784,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233785,,Нет,IC50,= 0.9 nM,9.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233786,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233787,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233792,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233020,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233795,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233771,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233772,,Нет,IC50,= 0.7 nM,9.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233789,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233790,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233791,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3233793,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3290148,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360602,,Нет,IC50,= 0.77 nM,9.11,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360603,,Нет,IC50,= 0.31 nM,9.51,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360604,,Нет,IC50,= 0.52 nM,9.28,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360605,,Нет,IC50,= 1.44 nM,8.84,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360606,,Нет,IC50,= 0.32 nM,9.49,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360607,,Нет,IC50,= 0.65 nM,9.19,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360608,,Нет,IC50,= 0.26 nM,9.59,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360609,,Нет,IC50,= 0.47 nM,9.33,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360610,,Нет,IC50,= 0.57 nM,9.24,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360611,,Нет,IC50,= 0.54 nM,9.27,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360617,,Нет,IC50,= 0.49 nM,9.31,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360618,,Нет,IC50,= 0.37 nM,9.43,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360619,,Нет,IC50,= 0.33 nM,9.48,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3352899,,Нет,IC50,= 0.78 nM,9.11,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3360620,,Нет,IC50,= 0.82 nM,9.09,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355873,,Нет,IC50,= 3.05 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355874,,Нет,IC50,= 0.89 nM,9.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355875,,Нет,IC50,= 0.47 nM,9.33,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355876,,Нет,IC50,= 0.51 nM,9.29,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355877,,Нет,IC50,= 0.32 nM,9.49,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355878,,Нет,IC50,= 0.66 nM,9.18,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355879,,Нет,IC50,= 1.08 nM,8.97,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355880,,Нет,IC50,= 0.56 nM,9.25,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355881,,Нет,IC50,= 0.49 nM,9.31,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355882,,Нет,IC50,= 0.5 nM,9.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355887,,Нет,IC50,= 4.9 nM,8.31,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355888,,Нет,IC50,= 3.43 nM,8.46,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355889,,Нет,IC50,= 0.53 nM,9.28,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3355890,,Нет,IC50,= 1.18 nM,8.93,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357654,,Нет,IC50,= 8.3 nM,8.08,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357652,,Нет,IC50,= 3.5 nM,8.46,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357650,,Нет,IC50,= 7.1 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357649,,Нет,IC50,= 2.1 nM,8.68,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357641,,Нет,IC50,= 5.52 nM,8.26,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357637,,Нет,IC50,= 3.77 nM,8.42,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357634,,Нет,IC50,= 6.67 nM,8.18,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357655,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357651,,Нет,IC50,= 9.5 nM,8.02,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3352869,,Нет,IC50,= 1.3 nM,8.89,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357646,,Нет,IC50,= 2.55 nM,8.59,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357645,,Нет,IC50,= 2.6 nM,8.59,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357644,,Нет,IC50,= 0.3 nM,9.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357643,,Нет,IC50,= 0.53 nM,9.28,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357642,,Нет,IC50,= 0.31 nM,9.51,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357640,,Нет,IC50,= 1.0 nM,9.00,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357639,,Нет,IC50,= 0.26 nM,9.59,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357638,,Нет,IC50,= 0.89 nM,9.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357636,,Нет,IC50,= 0.67 nM,9.17,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3357635,,Нет,IC50,= 0.27 nM,9.57,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3344216,,Нет,IC50,= 4.1 nM,8.39,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3344208,,Нет,IC50,= 6.8 nM,8.17,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3354183,,Нет,Ki,= 9.0 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3403517,,Нет,IC50,= 3.4 nM,8.47,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3416628,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3416625,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3416594,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3416592,,Нет,IC50,= 1.0 nM,9.00,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3416447,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3604943,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3604921,,Нет,Ki,= 0.64 nM,9.19,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3604937,,Нет,Ki,= 0.32 nM,9.49,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3608430,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3608429,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3608434,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3608433,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3608431,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3612587,,Нет,IC50,= 7.3 nM,8.14,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3612595,,Нет,IC50,= 8.7 nM,8.06,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3613702,,Нет,IC50,= 0.037 nM,10.43,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622617,,Нет,IC50,= 1.8 nM,8.74,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622679,,Нет,IC50,= 6.4 nM,8.19,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622678,,Нет,IC50,= 4.2 nM,8.38,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622677,,Нет,IC50,= 7.9 nM,8.10,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622676,,Нет,IC50,= 5.6 nM,8.25,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622675,,Нет,IC50,= 2.4 nM,8.62,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622674,,Нет,IC50,= 3.3 nM,8.48,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622673,,Нет,IC50,= 6.1 nM,8.21,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622672,,Нет,IC50,= 2.7 nM,8.57,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622671,,Нет,IC50,= 5.3 nM,8.28,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622670,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622668,,Нет,IC50,= 6.9 nM,8.16,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622667,,Нет,IC50,= 9.6 nM,8.02,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622666,,Нет,IC50,= 6.5 nM,8.19,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622665,,Нет,IC50,= 2.1 nM,8.68,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622664,,Нет,IC50,= 0.9 nM,9.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622655,,Нет,IC50,= 5.5 nM,8.26,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622654,,Нет,IC50,= 8.9 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622651,,Нет,IC50,= 2.1 nM,8.68,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622650,,Нет,IC50,= 5.3 nM,8.28,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622649,,Нет,IC50,= 8.1 nM,8.09,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622648,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622645,,Нет,IC50,= 1.2 nM,8.92,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622644,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622643,,Нет,IC50,= 8.1 nM,8.09,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622640,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622639,,Нет,IC50,= 1.2 nM,8.92,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622638,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622637,,Нет,IC50,= 5.4 nM,8.27,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622632,,Нет,IC50,= 1.2 nM,8.92,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3622629,,Нет,IC50,= 5.8 nM,8.24,,N/A,N/A
EGFR,P00533,Epidermal growth factor receptor,CHEMBL203,CHEMBL3623278,,Нет,IC50,= 6.6 nM,8.18,,N/A,N/A
